[kbplacer_plugin_action.py:65]: Plugin version: 0.13
[kbplacer_plugin_action.py:66]: Python version: '3.11.5 (main, Jun 15 2025, 06:45:45) [MSC v.1942 64 bit (AMD64)]'
[kbplacer_plugin_action.py:67]: KiCad version: 9.0.3 with 4.2.2 msw (phoenix) wxWidgets 3.2.8
[kbplacer_dialog.py:586]: Language: en
[kbplacer_plugin_action.py:75]: GUI state: {"layout_path": "C:\\Users\\3maar\\Downloads\\keyboard-layout.json", "key_distance": [19.05, 19.05], "key_info": {"annotation_format": "S{}", "position_option": "Default", "position": {"x": 0.0, "y": 0.0, "orientation": 0.0, "side": "Front"}, "template_path": ""}, "enable_diode_placement": true, "route_switches_with_diodes": true, "optimize_diodes_orientation": false, "diode_info": {"annotation_format": "D{}", "position_option": "Default", "position": {"x": 5.08, "y": 3.03, "orientation": 90.0, "side": "Back"}, "template_path": ""}, "additional_elements": [], "route_rows_and_columns": true, "template_path": "", "generate_outline": false, "outline_delta": 0.0}
[key_placer.py:362]: Set key 1U distance: 19050000/19050000
[key_placer.py:124]: Switches by nets: defaultdict(<class 'list'>, {frozenset({'Column 12', 'Row 4'}): ['S61'], frozenset({'Row 4', 'Column 11'}): ['S60'], frozenset({'Column 10', 'Row 4'}): ['S59'], frozenset({'Column 9', 'Row 4'}): ['S58'], frozenset({'Row 4', 'Column 3'}): ['S57'], frozenset({'Column 2', 'Row 4'}): ['S56'], frozenset({'Column 1', 'Row 4'}): ['S55'], frozenset({'Column 0', 'Row 4'}): ['S54'], frozenset({'Row 3', 'Column 11'}): ['S53'], frozenset({'Row 3', 'Column 10'}): ['S52'], frozenset({'Column 9', 'Row 3'}): ['S51'], frozenset({'Row 3', 'Column 8'}): ['S50'], frozenset({'Row 3', 'Column 7'}): ['S49'], frozenset({'Row 3', 'Column 6'}): ['S48'], frozenset({'Row 3', 'Column 5'}): ['S47'], frozenset({'Column 4', 'Row 3'}): ['S46'], frozenset({'Row 3', 'Column 3'}): ['S45'], frozenset({'Column 2', 'Row 3'}): ['S44'], frozenset({'Row 3', 'Column 1'}): ['S43'], frozenset({'Row 3', 'Column 0'}): ['S42'], frozenset({'Row 2', 'Column 12'}): ['S41'], frozenset({'Row 2', 'Column 11'}): ['S40'], frozenset({'Row 2', 'Column 10'}): ['S39'], frozenset({'Row 2', 'Column 9'}): ['S38'], frozenset({'Row 2', 'Column 8'}): ['S37'], frozenset({'Row 2', 'Column 7'}): ['S36'], frozenset({'Row 2', 'Column 6'}): ['S35'], frozenset({'Row 2', 'Column 5'}): ['S34'], frozenset({'Row 2', 'Column 4'}): ['S33'], frozenset({'Row 2', 'Column 3'}): ['S32'], frozenset({'Column 2', 'Row 2'}): ['S31'], frozenset({'Row 2', 'Column 1'}): ['S30'], frozenset({'Row 2', 'Column 0'}): ['S29'], frozenset({'Row 1', 'Column 13'}): ['S28'], frozenset({'Column 12', 'Row 1'}): ['S27'], frozenset({'Row 1', 'Column 11'}): ['S26'], frozenset({'Row 1', 'Column 10'}): ['S25'], frozenset({'Column 9', 'Row 1'}): ['S24'], frozenset({'Row 1', 'Column 8'}): ['S23'], frozenset({'Row 1', 'Column 7'}): ['S22'], frozenset({'Row 1', 'Column 6'}): ['S21'], frozenset({'Row 1', 'Column 5'}): ['S20'], frozenset({'Column 4', 'Row 1'}): ['S19'], frozenset({'Row 1', 'Column 3'}): ['S18'], frozenset({'Column 2', 'Row 1'}): ['S17'], frozenset({'Row 1', 'Column 1'}): ['S16'], frozenset({'Row 1', 'Column 0'}): ['S15'], frozenset({'Row 0', 'Column 13'}): ['S14'], frozenset({'Column 12', 'Row 0'}): ['S13'], frozenset({'Row 0', 'Column 11'}): ['S12'], frozenset({'Row 0', 'Column 10'}): ['S11'], frozenset({'Row 0', 'Column 9'}): ['S10'], frozenset({'Row 0', 'Column 8'}): ['S9'], frozenset({'Row 0', 'Column 7'}): ['S8'], frozenset({'Row 0', 'Column 6'}): ['S7'], frozenset({'Row 0', 'Column 5'}): ['S6'], frozenset({'Row 0', 'Column 4'}): ['S5'], frozenset({'Row 0', 'Column 3'}): ['S4'], frozenset({'Column 2', 'Row 0'}): ['S3'], frozenset({'Row 0', 'Column 1'}): ['S2'], frozenset({'Row 0', 'Column 0'}): ['S1']})
[key_placer.py:128]: Diodes by switch: {'S61': ['D66'], 'S60': ['D65'], 'S59': ['D63'], 'S58': ['D62'], 'S57': ['D61'], 'S56': ['D59'], 'S55': ['D58'], 'S54': ['D57'], 'S53': ['D55'], 'S52': ['D54'], 'S51': ['D53'], 'S50': ['D51'], 'S49': ['D50'], 'S48': ['D49'], 'S47': ['D47'], 'S46': ['D46'], 'S45': ['D45'], 'S44': ['D44'], 'S43': ['D43'], 'S42': ['D42'], 'S41': ['D41'], 'S40': ['D40'], 'S39': ['D39'], 'S38': ['D38'], 'S37': ['D37'], 'S36': ['D36'], 'S35': ['D35'], 'S34': ['D34'], 'S33': ['D33'], 'S32': ['D32'], 'S31': ['D31'], 'S30': ['D30'], 'S29': ['D29'], 'S28': ['D28'], 'S27': ['D27'], 'S26': ['D26'], 'S25': ['D25'], 'S24': ['D24'], 'S23': ['D23'], 'S22': ['D22'], 'S21': ['D21'], 'S20': ['D20'], 'S19': ['D19'], 'S18': ['D18'], 'S17': ['D17'], 'S16': ['D16'], 'S15': ['D15'], 'S14': ['D14'], 'S13': ['D13'], 'S12': ['D12'], 'S11': ['D11'], 'S10': ['D10'], 'S9': ['D9'], 'S8': ['D8'], 'S7': ['D7'], 'S6': ['D6'], 'S5': ['D5'], 'S4': ['D4'], 'S3': ['D3'], 'S2': ['D2'], 'S1': ['D1']}
[kle_serial.py:897]: User layout: [['~\n`', '!\n1', '@\n2', '#\n3', '$\n4', '%\n5', '^\n6', '&\n7', '*\n8', '(\n9', ')\n0', '_\n-', '+\n=', {'w': 2}, 'Backspace'], [{'w': 1.5}, 'Tab', 'Q', 'W', 'E', 'R', 'T', 'Y', 'U', 'I', 'O', 'P', '{\n[', '}\n]', {'w': 1.5}, '|\n\\'], [{'w': 1.75}, 'Caps Lock', 'A', 'S', 'D', 'F', 'G', 'H', 'J', 'K', 'L', ':\n;', '"\n\'', {'w': 2.25}, 'Enter'], [{'w': 2.25}, 'Shift', 'Z', 'X', 'C', 'V', 'B', 'N', 'M', '<\n,', '>\n.', '?\n/', {'w': 2.75}, 'Shift'], [{'w': 1.25}, 'Ctrl', {'w': 1.25}, 'Win', {'w': 1.25}, 'Alt', {'a': 7, 'w': 6.25}, '', {'a': 4, 'w': 1.25}, 'Alt', {'w': 1.25}, 'Fn', {'w': 1.25}, 'Menu', {'w': 1.25}, 'Ctrl']]
[key_placer.py:662]: Layout offset: (28575000, 28575000)
[board_modifier.py:85]: Setting D18 footprint position: (109855000, 60180000)
[board_modifier.py:98]: Getting S19 footprint position: (123825000, 57150000)
[board_modifier.py:85]: Setting D19 footprint position: (128905000, 60180000)
[board_modifier.py:98]: Getting S20 footprint position: (142875000, 57150000)
[board_modifier.py:85]: Setting D20 footprint position: (147955000, 60180000)
[board_modifier.py:98]: Getting S21 footprint position: (161925000, 57150000)
[board_modifier.py:85]: Setting D21 footprint position: (167005000, 60180000)
[board_modifier.py:98]: Getting S22 footprint position: (180975000, 57150000)
[board_modifier.py:85]: Setting D22 footprint position: (186055000, 60180000)
[board_modifier.py:98]: Getting S23 footprint position: (200025000, 57150000)
[board_modifier.py:85]: Setting D23 footprint position: (205105000, 60180000)
[board_modifier.py:98]: Getting S24 footprint position: (219075000, 57150000)
[board_modifier.py:85]: Setting D24 footprint position: (224155000, 60180000)
[board_modifier.py:98]: Getting S25 footprint position: (238125000, 57150000)
[board_modifier.py:85]: Setting D25 footprint position: (243205000, 60180000)
[board_modifier.py:98]: Getting S26 footprint position: (257175000, 57150000)
[board_modifier.py:85]: Setting D26 footprint position: (262255000, 60180000)
[board_modifier.py:98]: Getting S27 footprint position: (276225000, 57150000)
[board_modifier.py:85]: Setting D27 footprint position: (281305000, 60180000)
[board_modifier.py:98]: Getting S28 footprint position: (300037500, 57150000)
[board_modifier.py:85]: Setting D28 footprint position: (305117500, 60180000)
[board_modifier.py:98]: Getting S29 footprint position: (45243750, 76200000)
[board_modifier.py:85]: Setting D29 footprint position: (50323750, 79230000)
[board_modifier.py:98]: Getting S30 footprint position: (71437500, 76200000)
[board_modifier.py:85]: Setting D30 footprint position: (76517500, 79230000)
[board_modifier.py:98]: Getting S31 footprint position: (90487500, 76200000)
[board_modifier.py:85]: Setting D31 footprint position: (95567500, 79230000)
[board_modifier.py:98]: Getting S32 footprint position: (109537500, 76200000)
[board_modifier.py:85]: Setting D32 footprint position: (114617500, 79230000)
[board_modifier.py:98]: Getting S33 footprint position: (128587500, 76200000)
[board_modifier.py:85]: Setting D33 footprint position: (133667500, 79230000)
[board_modifier.py:98]: Getting S34 footprint position: (147637500, 76200000)
[board_modifier.py:85]: Setting D34 footprint position: (152717500, 79230000)
[board_modifier.py:98]: Getting S35 footprint position: (166687500, 76200000)
[board_modifier.py:85]: Setting D35 footprint position: (171767500, 79230000)
[board_modifier.py:98]: Getting S36 footprint position: (185737500, 76200000)
[board_modifier.py:85]: Setting D36 footprint position: (190817500, 79230000)
[board_modifier.py:98]: Getting S37 footprint position: (204787500, 76200000)
[board_modifier.py:85]: Setting D37 footprint position: (209867500, 79230000)
[board_modifier.py:98]: Getting S38 footprint position: (223837500, 76200000)
[board_modifier.py:85]: Setting D38 footprint position: (228917500, 79230000)
[board_modifier.py:98]: Getting S39 footprint position: (242887500, 76200000)
[board_modifier.py:85]: Setting D39 footprint position: (247967500, 79230000)
[board_modifier.py:98]: Getting S40 footprint position: (261937500, 76200000)
[board_modifier.py:85]: Setting D40 footprint position: (267017500, 79230000)
[board_modifier.py:98]: Getting S41 footprint position: (292893750, 76200000)
[board_modifier.py:85]: Setting D41 footprint position: (297973750, 79230000)
[board_modifier.py:98]: Getting S42 footprint position: (50006250, 95250000)
[board_modifier.py:85]: Setting D42 footprint position: (55086250, 98280000)
[board_modifier.py:98]: Getting S43 footprint position: (80962500, 95250000)
[board_modifier.py:85]: Setting D43 footprint position: (86042500, 98280000)
[board_modifier.py:98]: Getting S44 footprint position: (100012500, 95250000)
[board_modifier.py:85]: Setting D44 footprint position: (105092500, 98280000)
[board_modifier.py:98]: Getting S45 footprint position: (119062500, 95250000)
[board_modifier.py:85]: Setting D45 footprint position: (124142500, 98280000)
[board_modifier.py:98]: Getting S46 footprint position: (138112500, 95250000)
[board_modifier.py:85]: Setting D46 footprint position: (143192500, 98280000)
[board_modifier.py:98]: Getting S47 footprint position: (157162500, 95250000)
[board_modifier.py:85]: Setting D47 footprint position: (162242500, 98280000)
[board_modifier.py:98]: Getting S48 footprint position: (176212500, 95250000)
[board_modifier.py:85]: Setting D49 footprint position: (181292500, 98280000)
[board_modifier.py:98]: Getting S49 footprint position: (195262500, 95250000)
[board_modifier.py:85]: Setting D50 footprint position: (200342500, 98280000)
[board_modifier.py:98]: Getting S50 footprint position: (214312500, 95250000)
[board_modifier.py:85]: Setting D51 footprint position: (219392500, 98280000)
[board_modifier.py:98]: Getting S51 footprint position: (233362500, 95250000)
[board_modifier.py:85]: Setting D53 footprint position: (238442500, 98280000)
[board_modifier.py:98]: Getting S52 footprint position: (252412500, 95250000)
[board_modifier.py:85]: Setting D54 footprint position: (257492500, 98280000)
[board_modifier.py:98]: Getting S53 footprint position: (288131250, 95250000)
[board_modifier.py:85]: Setting D55 footprint position: (293211250, 98280000)
[board_modifier.py:98]: Getting S54 footprint position: (40481250, 114300000)
[board_modifier.py:85]: Setting D57 footprint position: (45561250, 117330000)
[board_modifier.py:98]: Getting S55 footprint position: (64293750, 114300000)
[board_modifier.py:85]: Setting D58 footprint position: (69373750, 117330000)
[board_modifier.py:98]: Getting S56 footprint position: (88106250, 114300000)
[board_modifier.py:85]: Setting D59 footprint position: (93186250, 117330000)
[board_modifier.py:98]: Getting S57 footprint position: (159543750, 114300000)
[board_modifier.py:85]: Setting D61 footprint position: (164623750, 117330000)
[board_modifier.py:98]: Getting S58 footprint position: (230981250, 114300000)
[board_modifier.py:85]: Setting D62 footprint position: (236061250, 117330000)
[board_modifier.py:98]: Getting S59 footprint position: (254793750, 114300000)
[board_modifier.py:85]: Setting D63 footprint position: (259873750, 117330000)
[board_modifier.py:98]: Getting S60 footprint position: (278606250, 114300000)
[board_modifier.py:85]: Setting D65 footprint position: (283686250, 117330000)
[board_modifier.py:98]: Getting S61 footprint position: (302418750, 114300000)
[board_modifier.py:85]: Setting D66 footprint position: (307498750, 117330000)
[key_placer.py:424]: Routing S61 with D66
[key_placer.py:426]: Using internal autorouter method
[board_modifier.py:532]: Routing at F.Cu layer
[board_modifier.py:549]: Netclass: Default, track width: 200000
[board_modifier.py:611]: Routing pad 'S61:2' at (304958750, 109220000) with pad 'D66:2' at (307498750, 109710000) using coordinate system rotated by 0 degree(s)
[board_modifier.py:455]: Adding track segment (F.Cu): [(304958750, 109220000), (307008750, 109220000)]
[board_modifier.py:460]: Track added
[board_modifier.py:455]: Adding track segment (F.Cu): [(307008750, 109220000), (307498750, 109710000)]
[board_modifier.py:460]: Track added
[key_placer.py:424]: Routing S60 with D65
[key_placer.py:426]: Using internal autorouter method
[board_modifier.py:532]: Routing at F.Cu layer
[board_modifier.py:549]: Netclass: Default, track width: 200000
[board_modifier.py:611]: Routing pad 'S60:2' at (281146250, 109220000) with pad 'D65:2' at (283686250, 109710000) using coordinate system rotated by 0 degree(s)
[board_modifier.py:455]: Adding track segment (F.Cu): [(281146250, 109220000), (283196250, 109220000)]
[board_modifier.py:460]: Track added
[board_modifier.py:455]: Adding track segment (F.Cu): [(283196250, 109220000), (283686250, 109710000)]
[board_modifier.py:460]: Track added
[key_placer.py:424]: Routing S59 with D63
[key_placer.py:426]: Using internal autorouter method
[board_modifier.py:532]: Routing at F.Cu layer
[board_modifier.py:549]: Netclass: Default, track width: 200000
[board_modifier.py:611]: Routing pad 'S59:2' at (257333750, 109220000) with pad 'D63:2' at (259873750, 109710000) using coordinate system rotated by 0 degree(s)
[board_modifier.py:455]: Adding track segment (F.Cu): [(257333750, 109220000), (259383750, 109220000)]
[board_modifier.py:460]: Track added
[board_modifier.py:455]: Adding track segment (F.Cu): [(259383750, 109220000), (259873750, 109710000)]
[board_modifier.py:460]: Track added
[key_placer.py:424]: Routing S58 with D62
